"fwcoymap_id","all_oysters_id","UniversalReefID"
"433672",383,308
"433640",384,309
"432844",385,310
"433373",386,311
"433834",387,312
"434230",388,313
"434863",389,314
"433288",390,315
"434834",391,316
"433916",392,317
"432365",393,318
"434542",394,319
"433125",395,320
"433545",396,321
"433515",397,322
"433894",398,323
"433034",399,324
"432393",400,325
"433110",401,326
"432387",402,327
"433190",403,328
"434262",404,329
"433073",405,330
"433386",406,331
"432709",407,332
"433350",408,333
"433363",409,334
"434029",410,335
"433725",411,336
"433146",412,337
"434795",413,338
"433266",414,339
"433180",415,340
"433577",416,341
"434964",417,342
"433967",418,343
"435093",419,344
"433635",420,345
"434088",421,346
"433929",422,347
"432687",423,348
"432690",424,349
"433186",425,350
"433588",426,351
"433294",427,352
"434558",428,353
"434031",429,354
"434888",429,355
"434793",430,356
"433997",431,357
"434401",432,358
"433197",433,359
"434182",434,360
"434567",435,361
"434194",436,362
"433786",437,363
"433340",438,364
"433505",439,365
"434366",440,366
"433254",441,367
"433111",442,368
"434217",443,369
"432359",444,370
"432886",445,371
"434741",446,372
"434268",447,373
"432629",448,374
"434104",449,375
"433910",450,376
"435412",451,377
"432534",452,378
"433726",453,379
"435600",454,380
"433405",455,381
"435235",456,382
"435724",457,383
"433983",458,384
"434202",459,385
"433414",460,386
"432615",461,387
"432260",462,388
"432078",463,389
"432133",464,390
"433107",465,391
"432358",466,392
"435530",467,393
"432920",468,394
"434115",469,395
"433132",470,396
"433953",471,397
"432493",472,398
"432919",473,399
"432806",474,400
"434080",475,401
"433571",476,402
"433775",477,403
"433046",478,404
"433600",479,405
"435166",480,406
"434697",481,407
"433928",482,408
"435727",519,409
"435725",521,410
"433579",522,411
"434926",523,412
"435078",524,413
"434290",525,414
"435158",526,415
"433823",527,416
"433393",528,417
"434177",529,418
"434524",530,419
"434903",531,420
"433998",532,421
"433433",533,422
"433735",534,423
"435056",535,424
"434869",536,425
"433032",537,426
"434112",538,427
"434323",539,428
"433479",540,429
"432996",541,430
"432485",542,431
"432604",543,432
"432521",544,433
"432738",545,434
"435403",546,435
"434515",547,436
"433900",548,437
"435411",557,438
"433213",558,439
"434745",559,440
"434450",560,441
"433702",561,442
"432549",562,443
"432565",563,444
"435291",564,445
"435033",565,446
"434441",566,447
"435042",567,448
"433874",568,449
"434539",569,450
"434897",570,451
"434748",571,452
"433616",572,453
"435290",573,454
"433359",574,455
"432809",575,456
"433465",576,457
"434016",577,458
"432726",578,459
"432659",579,460
"434037",580,461
"435459",581,462
"433318",582,463
"433614",583,464
"433096",584,465
"432677",585,466
"433934",586,467
"432553",587,468
"433295",588,469
"432854",589,470
"434654",590,471
"434537",591,472
"433172",592,473
"433024",593,474
"433007",594,475
"432812",595,476
"432630",596,477
"434409",597,478
"434236",598,479
"432936",599,480
"432959",600,481
"433773",601,482
"434015",602,483
"433054",603,484
"432369",604,485
"432955",605,486
"432666",606,487
"432447",607,488
"434573",608,489
"432973",609,490
"434111",610,491
"434149",611,492
"434157",612,493
"434462",613,494
"434596",614,495
"435090",615,496
"433360",616,497
"433461",617,498
"434064",618,499
"432658",619,500
"432527",620,501
"433695",621,502
"434523",622,503
"433851",623,504
"433300",624,505
"433941",625,506
"433083",626,507
"432899",627,508
"433367",628,509
"432953",629,510
"433097",630,511
"433520",631,512
"432858",632,513
"433017",633,514
"434100",634,515
"433970",635,516
"434198",636,517
"433508",637,518
"432476",638,519
"433392",639,520
"434251",640,521
"433327",641,522
"435377",642,523
"433241",643,524
"433208",644,525
"435502",645,526
"433940",646,527
"433717",647,528
"433896",648,529
"435160",649,530
"435080",650,531
"435054",651,532
"434068",652,533
"434453",653,534
"435478",654,535
"434391",655,536
"433369",656,537
"434365",657,538
"432956",658,539
"433705",659,540
"435333",660,541
"433676",661,542
"434706",662,543
"433256",663,544
"433765",664,545
"435466",665,546
"432704",666,547
"432357",667,548
"433664",668,549
"432409",669,550
"433609",670,551
"432859",671,552
"432908",672,553
"432664",673,554
"432691",674,555
"433501",675,556
"433599",676,557
"432607",677,558
"433249",678,559
"433618",679,560
"434668",680,561
"432198",681,562
"432238",682,563
"434954",683,564
"434215",684,565
"433835",685,566
"434509",686,567
"434035",687,568
"434106",688,569
"434981",689,570
"434541",690,571
"432576",691,572
"433191",692,573
"432838",693,574
"434721",694,575
"432628",695,576
"433752",696,577
"434540",697,578
"433528",698,579
"432443",699,580
"433247",700,581
"432517",701,582
"432415",702,583
"433918",703,584
"434030",704,585
"434492",705,586
"434553",706,587
"433304",707,588
"433878",708,589
"434024",709,590
"433683",710,591
"435555",955,592
"435469",956,593
"435635",973,594
"434843",974,595
"433483",975,596
"435426",976,597
"432790",977,598
"433741",978,599
"434184",979,600
"433876",980,601
"435567",981,602
"435792",982,603
"435401",983,604
"435785",984,605
"435483",985,606
"435475",986,607
"433045",987,608
"433777",987,609
"432620",988,610
"433675",989,611
"435647",990,612
"434490",991,613
"432486",992,614
"432962",993,615
"435556",994,616
"435649",995,617
"432696",996,618
"432252",997,619
"432227",998,620
"432786",999,621
"435055",1000,622
"432745",1001,623
"434938",1002,624
"432184",1003,625
"432131",1004,626
"435350",1008,627
"433092",1009,628
"434468",1010,629
"435486",1011,630
"435601",1012,631
"434293",1013,632
"433926",1014,633
"435168",1015,634
"433272",1016,635
"435142",1017,636
"432601",1018,637
"432748",1019,638
"434223",1020,639
"432548",1021,640
"432176",1022,641
"435189",1023,642
"434480",1024,643
"435734",1025,644
"434046",1026,645
"433622",1027,646
"434027",1028,647
"434127",1116,648
"434075",1117,649
"434096",1118,650
"433959",1119,651
"434188",1120,652
"433519",1121,653
"434986",1122,654
"434513",1125,655
"434263",1126,656
"433591",1127,657
"434666",1128,658
"435769",1167,659
"434543",1169,660
"433549",1170,661
"433937",1171,662
"433958",1172,663
"432051",1175,664
"432290",1176,665
"432085",1177,666
"432578",1178,667
"433722",1182,668
"432243",1184,669
"435535",1185,670
"434136",1186,671
"434097",1187,672
"434339",1188,673
"434963",1189,674
"434865",1190,675
"434630",1191,676
"434762",1192,677
"435379",1193,678
"435607",1194,679
"433560",1195,680
"435393",1196,681
"434382",1197,682
"435652",1198,683
"435787",1199,684
"435482",1200,685
"432935",1201,686
"434917",1202,687
"434962",1203,688
"434641",1204,689
"432817",1205,690
"434121",1206,691
"434295",1207,692
"435575",1208,693
"435116",1209,694
"434079",1210,695
"434582",1211,696
"432641",1212,697
"432866",1213,698
"435788",1214,699
"433351",1215,700
"432781",1216,701
"434980",1217,702
"435287",1218,703
"434451",1219,704
"434754",1220,705
"434248",1221,706
"434943",1222,707
"433556",1223,708
"434911",1244,709
"434993",1245,710
"434993",1246,711
"435633",1246,712
"435337",1247,713
"435564",1248,714
"434628",1249,715
"434703",1250,716
"434000",1251,717
"435018",1252,718
"432753",1253,719
"432845",1254,720
"435091",1255,721
"434388",1256,722
"433872",1257,723
"434678",1258,724
"434181",1259,725
"434431",1260,726
"434670",1261,727
"433454",1262,728
"432725",1263,729
"433687",1264,730
"432756",1265,731
"432656",1266,732
"434526",1267,733
"434276",1268,734
"432694",1269,735
"432916",1270,736
"434556",1271,737
"434825",1272,738
"433817",1273,739
"433691",1274,740
"433770",1275,741
"434733",1276,742
"435578",1277,743
"434368",1278,744
"433065",1279,745
"434802",1280,746
"432395",1281,747
"433822",1282,748
"434965",1283,749
"434565",1284,750
"432561",1285,751
"432264",1286,752
"433841",1287,753
"434794",1288,754
"434907",1289,755
"434054",1290,756
"434561",1291,757
"433142",1292,758
"434575",1293,759
"434325",1294,760
"434214",1295,761
"433704",1296,762
"434503",1297,763
"433090",1298,764
"433346",1299,765
"434932",1300,766
"434411",1301,767
"434690",1302,768
"434589",1303,769
"434672",1304,770
"433724",1305,771
"434032",1306,772
"434155",1307,773
"433811",1308,774
"434506",1309,775
"432802",1310,776
"434677",1311,777
"435184",1312,778
"434381",1313,779
"433334",1314,780
"434229",1315,781
"433310",1316,782
"435621",1317,783
"433943",1318,784
"434516",1319,785
"435671",1320,786
"434344",1321,787
"434346",1322,788
"434559",1323,789
"433748",1324,790
"434189",1325,791
"434072",1326,792
"433652",1327,793
"433143",1328,794
"433286",1329,795
"433574",1330,796
"432981",1331,797
"434130",1332,798
"433576",1333,799
"433174",1334,800
"433793",1335,801
"435163",1336,802
"433690",1337,803
"434271",1338,804
"433019",1339,805
"433342",1340,806
"433430",1341,807
"433112",1342,808
"433171",1343,809
"434815",1344,810
"432497",1345,811
"434392",1346,812
"433199",1347,813
"433376",1348,814
"432644",1349,815
"433153",1350,816
"434161",1351,817
"433055",1352,818
"432733",1353,819
"433531",1354,820
"432029",1355,821
"433526",1356,822
"433516",1357,823
"433148",1358,824
"432755",1359,825
"433104",1360,826
"432872",1361,827
"435504",1362,828
"432808",1363,829
"433114",1364,830
"434779",1365,831
"433196",1366,832
"432286",1367,833
"432096",1368,834
"432437",1369,835
"432828",1370,836
"435214",1371,837
"432400",1372,838
"432729",1373,839
"433487",1374,840
"435177",1375,841
"433457",1378,842
"434330",1380,843
"432247",1381,844
"433040",1382,845
"432887",1383,846
"435694",1384,847
"434725",1385,848
"434178",1386,849
"433939",1387,850
"433093",1388,851
"432508",1389,852
"435045",1390,853
"434755",1391,854
"434683",1392,855
"434233",1393,856
"433563",1394,857
"433670",1395,858
"433944",1396,859
"433541",1397,860
"433555",1398,861
"434430",1399,862
"433742",1400,863
"435492",1401,864
"435024",1402,865
"433427",1403,866
"433268",1404,867
"433966",1405,868
"433843",1406,869
"432614",1407,870
"432728",1408,871
"433800",1409,872
"432529",1410,873
"432965",1411,874
"434385",1412,875
"432803",1413,876
"432827",1414,877
"432314",1415,878
"432939",1416,879
"433358",1417,880
"433897",1418,881
"433002",1419,882
"434812",1420,883
"434282",1421,884
"434493",1422,885
"435510",1423,886
"435729",1424,887
"435782",1425,888
"435395",1426,889
"434811",1427,890
"435490",1428,891
"435731",1429,892
"435728",1430,893
"434354",1431,894
"434646",1432,895
"435175",1433,896
"435417",1434,897
"433301",1435,898
"432722",1436,899
"434692",1437,900
"433901",1438,901
"435774",1439,902
"434253",1440,903
"433648",1441,904
"433488",1442,905
"434549",1443,906
"433734",1444,907
"433263",1445,908
"435455",1446,909
"435261",1447,910
"435268",1448,911
"435720",1449,912
"435375",1450,913
"433273",1451,914
"433547",1452,915
"435669",1453,916
"433723",1454,917
"435017",1455,918
"435106",1456,919
"434578",1457,920
"434837",1458,921
"432949",1459,922
"434166",1460,923
"433421",1461,924
"435424",1462,925
"434426",1463,926
"435663",1464,927
"435682",1465,928
"434961",1466,929
"432413",1467,930
"432774",1468,931
"434866",1469,932
"433503",1470,933
"434338",1471,934
"435446",1472,935
"435062",1473,936
"432170",1474,937
"434306",1475,938
"432268",1476,939
"432195",1477,940
"434110",1478,941
"432259",1479,942
"433253",1480,943
"433095",1481,944
"435157",1482,945
"433025",1483,946
"434070",1484,947
"434311",1485,948
"432718",1486,949
"434988",1487,950
"432396",1488,951
"432595",1489,952
"432798",1490,953
"432609",1491,954
"432698",1492,955
"435675",1493,956
"433685",1494,957
"433044",1495,958
"434304",1496,959
"433751",1497,960
"435566",1498,961
"432778",1499,962
"432199",1500,963
"433873",1501,964
"434788",1502,965
"432157",1503,966
"432072",1504,967
"432925",1505,968
"432141",1506,969
"432825",1507,970
"432143",1508,971
"432905",1509,972
"433625",1510,973
"432201",1511,974
"435713",1512,975
"433036",1513,976
"432439",1514,977
"432692",1515,978
"433449",1516,979
"434764",1517,980
"434071",1518,981
"432296",1519,982
"435473",1520,983
"434491",1521,984
"434809",1522,985
"434437",1523,986
"434058",1524,987
"433323",1525,988
"432767",1526,989
"432372",1527,990
"433785",1528,991
"433481",1529,992
"435047",1530,993
"432835",1531,994
"433899",1532,995
"433275",1533,996
"433474",1534,997
"435007",1535,998
"433796",1536,999
"435494",1537,1000
"435648",1538,1001
"434994",1539,1002
"434467",1540,1003
"434200",1541,1004
"435410",1542,1005
"433668",1543,1006
"432469",1544,1007
"432488",1545,1008
"435514",1546,1009
"433486",1547,1010
"433738",1548,1011
"432811",1549,1012
"433736",1550,1013
"433954",1551,1014
"434693",1552,1015
"435110",1553,1016
"434682",1554,1017
"434566",1555,1018
"432491",1556,1019
"433150",1557,1020
"434577",1558,1021
"435323",1559,1022
"434133",1560,1023
"432030",1561,1024
"432810",1562,1025
"434299",1563,1026
"432182",1564,1027
"433566",1565,1028
"432643",1566,1029
"432894",1567,1030
"435109",1568,1031
"434128",1569,1032
"435010",1570,1033
"434876",1571,1034
"432763",1572,1035
"433911",1573,1036
"433557",1574,1037
"432998",1575,1038
"432777",1576,1039
"434649",1577,1040
"432702",1578,1041
"432665",1579,1042
"432362",1580,1043
"433246",1581,1044
"435023",1582,1045
"432356",1583,1046
"434937",1584,1047
"432366",1585,1048
"432829",1586,1049
"432862",1587,1050
"432542",1588,1051
"433130",1589,1052
"432475",1590,1053
"432683",1591,1054
"434892",1592,1055
"433827",1593,1056
"433291",1594,1057
"435288",1595,1058
"435740",1596,1059
"434497",1597,1060
"435595",1598,1061
"432385",1599,1062
"435750",1600,1063
"435485",1601,1064
"435121",1602,1065
"433343",1603,1066
"435149",1604,1067
"433372",1605,1068
"433339",1606,1069
"433870",1607,1070
"433581",1608,1071
"434107",1609,1072
"435190",1610,1073
"435391",1611,1074
"435597",1612,1075
"434094",1613,1076
"433296",1614,1077
"434958",1615,1078
"432626",1616,1079
"432758",1617,1080
"434985",1618,1081
"434454",1619,1082
"435781",1620,1083
"435755",1621,1084
"432685",1622,1085
"432246",1623,1086
"433540",1624,1087
"432710",1625,1088
"435586",1626,1089
"432639",1627,1090
"433621",1628,1091
"435086",1629,1092
"433628",1630,1093
"433438",1631,1094
"435643",1632,1095
"435179",1633,1096
"435357",1634,1097
"434216",1635,1098
"432461",1636,1099
"432514",1637,1100
"432989",1638,1101
"432969",1639,1102
"432757",1640,1103
"433003",1641,1104
"433497",1642,1105
"435779",1643,1106
"433669",1644,1107
"433118",1645,1108
"433951",1646,1109
"434598",1647,1110
"433252",1648,1111
"434880",1649,1112
"434227",1650,1113
"435242",1651,1114
"434485",1652,1115
"435283",1653,1116
"433962",1654,1117
"435495",1655,1118
"434935",1656,1119
"435330",1657,1120
"434398",1658,1121
"433277",1659,1122
"433825",1660,1123
"433839",1661,1124
"434651",1662,1125
"433473",1663,1126
"434307",1664,1127
"433812",1665,1128
"434686",1666,1129
"432849",1667,1130
"434065",1668,1131
"435414",1669,1132
"434397",1670,1133
"434374",1671,1134
"435217",1672,1135
"433217",1673,1136
"433996",1674,1137
"434222",1675,1138
"432841",1676,1139
"433347",1677,1140
"433798",1678,1141
"433662",1679,1142
"434904",1680,1143
"433064",1681,1144
"433270",1682,1145
"432942",1683,1146
"433086",1684,1147
"434074",1685,1148
"433020",1686,1149
"432370",1687,1150
"432574",1688,1151
"435573",1689,1152
"433012",1690,1153
"435155",1691,1154
"434349",1692,1155
"435384",1693,1156
"433326",1694,1157
"432891",1695,1158
"433059",1696,1159
"433426",1697,1160
"432651",1698,1161
"433377",1699,1162
"432442",1700,1163
"433075",1701,1164
"435464",1702,1165
"435461",1703,1166
"435606",1704,1167
"434708",1705,1168
"435281",1706,1169
"432948",1707,1170
"434990",1708,1171
"434663",1709,1172
"432667",1710,1173
"433281",1711,1174
"433802",1712,1175
"433362",1713,1176
"434820",1714,1177
"434321",1715,1178
"434211",1716,1179
"432898",1717,1180
"435321",1718,1181
"432715",1719,1182
"433185",1720,1183
"435239",1721,1184
"433389",1722,1185
"433789",1723,1186
"433108",1724,1187
"432500",1725,1188
"433165",1726,1189
"432482",1727,1190
"432554",1728,1191
"433010",1729,1192
"433747",1730,1193
"433537",1731,1194
"433119",1732,1195
"434694",1733,1196
"432130",1734,1197
"432046",1735,1198
"432116",1736,1199
"432135",1737,1200
"432041",1738,1201
"434056",1739,1202
"432732",1740,1203
"434224",1741,1204
"433857",1742,1205
"433778",1743,1206
"433009",1744,1207
"432890",1745,1208
"433101",1746,1209
"433324",1747,1210
"435673",1748,1211
"433129",1749,1212
"434125",1750,1213
"434386",1751,1214
"434212",1752,1215
"434371",1753,1216
"434833",1754,1217
"435622",1755,1218
"433468",1756,1219
"435444",1757,1220
"433828",1758,1221
"435306",1759,1222
"435683",1760,1223
"433898",1761,1224
"435364",1762,1225
"434207",1763,1226
"435297",1764,1227
"434423",1765,1228
"435743",1766,1229
"435638",1767,1230
"435415",1768,1231
"434924",1769,1232
"433714",1770,1233
"433160",1771,1234
"435716",1772,1235
"434883",1773,1236
"435546",1774,1237
"435658",1775,1238
"434772",1776,1239
"434800",1777,1240
"433127",1778,1241
"433128",1779,1242
"434463",1780,1243
"434360",1781,1244
"435452",1782,1245
"434803",1783,1246
"434421",1784,1247
"435676",1785,1248
"435717",1786,1249
"434700",1787,1250
"434089",1788,1251
"433908",1789,1252
"433688",1790,1253
"434617",1791,1254
"435038",1792,1255
"435052",1793,1256
"433864",1794,1257
"434129",1795,1258
"434473",1796,1259
"434132",1797,1260
"434170",1798,1261
"434156",1799,1262
"434466",1800,1263
"434528",1801,1264
"433258",1802,1265
"434474",1803,1266
"433060",1804,1267
"434135",1805,1268
"434273",1806,1269
"434713",1807,1270
"433915",1808,1271
"432519",1809,1272
"432780",1810,1273
"434073",1811,1274
"435739",1812,1275
"435362",1813,1276
"435230",1814,1277
"434789",1815,1278
"435329",1816,1279
"435207",1817,1280
"434933",1818,1281
"435066",1819,1282
"435101",1820,1283
"434329",1821,1284
"435458",1822,1285
"435639",1823,1286
"435308",1824,1287
"434367",1825,1288
"434826",1826,1289
"434971",1827,1290
"433917",1828,1291
"434673",1829,1292
"434376",1830,1293
"434520",1831,1294
"435629",1832,1295
"435517",1833,1296
"434847",1834,1297
"435194",1835,1298
"434727",1836,1299
"434878",1837,1300
"434521",1838,1301
"435587",1839,1302
"435266",1840,1303
"434343",1841,1304
"435545",1842,1305
"434679",1843,1306
"435083",1844,1307
"433848",1845,1308
"435662",1846,1309
"434269",1847,1310
"435768",1848,1311
"433649",1849,1312
"435746",1850,1313
"434956",1851,1314
"434870",1852,1315
"435105",1853,1316
"434915",1854,1317
"435759",1855,1318
"435325",1856,1319
"435220",1857,1320
"434639",1858,1321
"434818",1859,1322
"435173",1860,1323
"435310",1861,1324
"435593",1862,1325
"433713",1863,1326
"435701",1864,1327
"435186",1865,1328
"435253",1866,1329
"434647",1867,1330
"435232",1868,1331
"434855",1869,1332
"435603",1870,1333
"434625",1871,1334
"433787",1872,1335
"435274",1873,1336
"434925",1874,1337
"435327",1875,1338
"434228",1876,1339
"435198",1877,1340
"434832",1878,1341
"434872",1879,1342
"434840",1880,1343
"434785",1881,1344
"434822",1882,1345
"435766",1883,1346
"434190",1884,1347
"434626",1885,1348
"434857",1886,1349
"433642",1887,1350
"434145",1888,1351
"435343",1889,1352
"433522",1890,1353
"434021",1891,1354
"434934",1892,1355
"434287",1893,1356
"434916",1894,1357
"434736",1895,1358
"435133",1896,1359
"434746",1897,1360
"434900",1898,1361
"435346",1899,1362
"435651",1900,1363
"435631",1901,1364
"435496",1902,1365
"435006",1903,1366
"433499",1904,1367
"435609",1905,1368
"433906",1906,1369
"433907",1907,1370
"434604",1908,1371
"435491",1909,1372
"435454",1910,1373
"435463",1911,1374
"435003",1912,1375
"434652",1913,1376
"435049",1914,1377
"434318",1915,1378
"434776",1916,1379
"434939",1917,1380
"433862",1918,1381
"433877",1919,1382
"433480",1920,1383
"435524",1921,1384
"433587",1922,1385
"433529",1923,1386
"433202",1924,1387
"433665",1925,1388
"435128",1926,1389
"435390",1927,1390
"433975",1928,1391
"433329",1929,1392
"435229",1930,1393
"435271",1931,1394
"435082",1932,1395
"435536",1933,1396
"433325",1934,1397
"434378",1935,1398
"433855",1936,1399
"434310",1937,1400
"434704",1938,1401
"435178",1939,1402
"435124",1940,1403
"434936",1941,1404
"434752",1942,1405
"433936",1943,1406
"434280",1944,1407
"435208",1945,1408
"434049",1946,1409
"434443",1947,1410
"434699",1948,1411
"434676",1949,1412
"435111",1950,1413
"435102",1951,1414
"435719",1952,1415
"434996",1953,1416
"434959",1954,1417
"434726",1955,1418
"434322",1956,1419
"434508",1957,1420
"435559",1958,1421
"433550",1959,1422
"433935",1960,1423
"434902",1961,1424
"433891",1962,1425
"434167",1963,1426
"433737",1964,1427
"434011",1965,1428
"432653",1966,1429
"432373",1967,1430
"434717",1968,1431
"435355",1969,1432
"434991",1970,1433
"435115",1971,1434
"433654",1972,1435
"434914",1973,1436
"435125",1974,1437
"434557",1975,1438
"432117",1976,1439
"435326",1977,1440
"435577",1977,1441
"434286",1978,1442
"432984",1979,1443
"432146",1980,1444
"433416",1981,1445
"434231",1982,1446
"434684",1983,1447
"433718",1984,1448
"433285",1985,1449
"433298",1986,1450
"432931",1987,1451
"434379",1988,1452
"434218",1989,1453
"432880",1990,1454
"435073",1991,1455
"434609",1992,1456
"434449",1993,1457
"434090",1994,1458
"433429",1995,1459
"435373",1996,1460
"434554",1997,1461
"432640",1998,1462
"434461",1999,1463
"432344",2000,1464
"432503",2001,1465
"433336",2002,1466
"433707",2003,1467
"432233",2004,1468
"435040",2005,1469
"432159",2006,1470
"435340",2007,1471
"433316",2008,1472
"434033",2009,1473
"434359",2010,1474
"434722",2011,1475
"434975",2011,1476
"433697",2012,1477
"433957",2013,1478
"432912",2014,1479
"433645",2015,1480
"435605",2016,1481
"435392",2017,1482
"434747",2018,1483
"432083",2019,1484
"434698",2020,1485
"432819",2021,1486
"434025",2022,1487
"433925",2023,1488
"432231",2024,1489
"434799",2025,1490
"434041",2026,1491
"434711",2027,1492
"432292",2028,1493
"432536",2029,1494
"433302",2030,1495
"434804",2031,1496
"434635",2032,1497
"435131",2033,1498
"432510",2034,1499
"435129",2035,1500
"432368",2036,1501
"432539",2037,1502
"433222",2038,1503
"433375",2039,1504
"433419",2040,1505
"434753",2041,1506
"432251",2042,1507
"433312",2043,1508
"434201",2044,1509
"432189",2045,1510
"433157",2046,1511
"433469",2047,1512
"433883",2048,1513
"433757",2049,1514
"433382",2050,1515
"433660",2051,1516
"432896",2052,1517
"433027",2053,1518
"433133",2054,1519
"433344",2055,1520
"433173",2056,1521
"433311",2057,1522
"435079",2058,1523
"433447",2059,1524
"433682",2060,1525
"434225",2061,1526
"433731",2062,1527
"433514",2063,1528
"434356",2064,1529
"435016",2065,1530
"434174",2066,1531
"434275",2067,1532
"432165",2068,1533
"433284",2069,1534
"434175",2070,1535
"433259",2071,1536
"433463",2072,1537
"432636",2073,1538
"432833",2074,1539
"435484",2075,1540
"434999",2076,1541
"433004",2077,1542
"434239",2078,1543
"434882",2079,1544
"434989",2080,1545
"433099",2081,1546
"432244",2082,1547
"432053",2083,1548
"433930",2084,1549
"433283",2085,1550
"434199",2086,1551
"434017",2087,1552
"432751",2088,1553
